VA Station Number,Services,Satisfaction,Wait Times
vha_653,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.7699999809265137, 'primary_care_routine': 0.9399999976158142, 'specialty_care_urgent': 0.8500000238418579}","[{'service': 'Audiology', 'new': 23.827956, 'established': 7.184615}, {'service': 'Cardiology', 'new': None, 'established': 10.5}, {'service': 'Dermatology', 'new': 0.53125, 'established': 7.718309}, {'service': 'Gastroenterology', 'new': 39.25, 'established': 0.333333}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.025559}, {'service': 'Ophthalmology', 'new': 12.5, 'established': 11.384615}, {'service': 'Optometry', 'new': 38.245614, 'established': 12.538011}, {'service': 'Orthopedics', 'new': 64.0, 'established': 30.311111}, {'service': 'PrimaryCare', 'new': 37.678571, 'established': 13.68634}, {'service': 'SpecialtyCare', 'new': 26.343589, 'established': 10.575121}, {'service': 'Urology', 'new': 24.310344, 'established': 8.274853}]"
vha_653BY,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.8999999761581421}","[{'service': 'Audiology', 'new': 73.192, 'established': 17.414141}, {'service': 'Cardiology', 'new': None, 'established': 14.0}, {'service': 'Dermatology', 'new': 29.384615, 'established': 19.21875}, {'service': 'Gastroenterology', 'new': 13.166666, 'established': 17.941176}, {'service': 'MentalHealthCare', 'new': 3.875, 'established': 0.77551}, {'service': 'Optometry', 'new': 39.954545, 'established': 5.539823}, {'service': 'Orthopedics', 'new': 80.117647, 'established': 51.827586}, {'service': 'PrimaryCare', 'new': 38.619718, 'established': 3.506131}, {'service': 'SpecialtyCare', 'new': 35.252236, 'established': 9.541781}, {'service': 'Urology', 'new': 80.0, 'established': 19.555555}]"
vha_653GA,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Dermatology', 'new': 1.181818, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 3.0, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 56.833333, 'established': 5.563829}, {'service': 'SpecialtyCare', 'new': 1.181818, 'established': 0.0}]"
vha_653GB,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.8600000143051147},"[{'service': 'Dermatology', 'new': 2.90909, 'established': 14.0}, {'service': 'MentalHealthCare', 'new': 5.5, 'established': 1.714285}, {'service': 'PrimaryCare', 'new': 27.956521, 'established': 2.258426}, {'service': 'SpecialtyCare', 'new': 2.90909, 'established': 14.0}]"
vha_653QA,['MentalHealthCare'],{},"[{'service': 'MentalHealthCare', 'new': 9.0, 'established': 1.164772}]"
vha_654,"['Cardiology', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.8100000023841858, 'primary_care_routine': 0.8500000238418579, 'specialty_care_urgent': 0.8500000238418579}","[{'service': 'Cardiology', 'new': 14.5, 'established': 12.112676}, {'service': 'Dermatology', 'new': 19.611111, 'established': 41.62745}, {'service': 'Gastroenterology', 'new': 10.25, 'established': 16.4}, {'service': 'Gynecology', 'new': 32.4, 'established': 22.75}, {'service': 'MentalHealthCare', 'new': 8.32, 'established': 5.867785}, {'service': 'Orthopedics', 'new': 17.105263, 'established': 22.080645}, {'service': 'PrimaryCare', 'new': 1.153846, 'established': 5.958217}, {'service': 'SpecialtyCare', 'new': 22.917682, 'established': 17.17302}, {'service': 'Urology', 'new': 35.493506, 'established': 17.95283}]"
vha_654GB,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.8700000047683716}","[{'service': 'Dermatology', 'new': 3.833333, 'established': 32.5}, {'service': 'Gynecology', 'new': 24.75, 'established': 49.0}, {'service': 'MentalHealthCare', 'new': 7.0, 'established': 2.941176}, {'service': 'PrimaryCare', 'new': 8.0, 'established': 5.0}, {'service': 'SpecialtyCare', 'new': 12.2, 'established': 38.0}]"
vha_654GC,"['Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.699999988079071, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Gynecology', 'new': 73.75, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 49.333333}, {'service': 'PrimaryCare', 'new': 8.125, 'established': 2.958525}, {'service': 'SpecialtyCare', 'new': 73.75, 'established': 0.0}]"
vha_654GD,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Dermatology', 'new': 0.166666, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 18.0}, {'service': 'PrimaryCare', 'new': 7.307692, 'established': 2.732758}, {'service': 'SpecialtyCare', 'new': 0.166666, 'established': 0.0}]"
vha_654GE,"['Dermatology', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6299999952316284, 'primary_care_routine': 0.75}","[{'service': 'Dermatology', 'new': 15.0, 'established': 28.0}, {'service': 'PrimaryCare', 'new': 2.0, 'established': 4.503105}, {'service': 'SpecialtyCare', 'new': 15.0, 'established': 28.0}]"
vha_654GF,"['Audiology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 13.121212, 'established': 2.448275}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 3.75, 'established': 15.245954}, {'service': 'SpecialtyCare', 'new': 13.121212, 'established': 2.448275}]"
vha_654QA,"['Ophthalmology', 'Optometry', 'SpecialtyCare']",{},"[{'service': 'Ophthalmology', 'new': 25.8, 'established': 3.846456}, {'service': 'Optometry', 'new': 40.069767, 'established': 11.544061}, {'service': 'SpecialtyCare', 'new': 37.377358, 'established': 7.747572}]"
vha_654QB,[],{},[]
vha_654QC,"['Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Gynecology', 'new': 24.0, 'established': 23.333333}, {'service': 'MentalHealthCare', 'new': None, 'established': 24.5}, {'service': 'PrimaryCare', 'new': None, 'established': 28.092307}, {'service': 'SpecialtyCare', 'new': 24.0, 'established': 23.333333}]"
vha_654QD,"['DentalServices', 'SpecialtyCare']",{},"[{'service': 'SpecialtyCare', 'new': 21.674418, 'established': 39.598911}]"
vha_655,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8600000143051147, 'specialty_care_urgent': 0.7699999809265137, 'specialty_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 41.830303, 'established': 7.113445}, {'service': 'Cardiology', 'new': 30.205128, 'established': 9.021978}, {'service': 'Dermatology', 'new': 3.68421, 'established': 0.0}, {'service': 'Gynecology', 'new': 48.75, 'established': 11.68421}, {'service': 'MentalHealthCare', 'new': 2.2, 'established': 0.32}, {'service': 'Optometry', 'new': 22.735294, 'established': 22.46191}, {'service': 'Orthopedics', 'new': 8.0, 'established': None}, {'service': 'PrimaryCare', 'new': 19.648148, 'established': 4.756544}, {'service': 'SpecialtyCare', 'new': 29.28909, 'established': 19.559629}, {'service': 'Urology', 'new': 41.461538, 'established': 3.273809}]"
vha_655GA,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Audiology', 'new': 48.6, 'established': 15.333333}, {'service': 'Dermatology', 'new': 5.333333, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 13.0, 'established': 5.369565}, {'service': 'PrimaryCare', 'new': 22.0, 'established': 8.127358}, {'service': 'SpecialtyCare', 'new': 32.375, 'established': 3.136363}]"
vha_655GB,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': None, 'established': 6.555555}, {'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 8.0, 'established': 2.216216}, {'service': 'PrimaryCare', 'new': 21.933333, 'established': 10.844537}, {'service': 'SpecialtyCare', 'new': 21.380952, 'established': 7.285714}]"
vha_655GC,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.75, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': None, 'established': 80.181818}, {'service': 'Dermatology', 'new': 4.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 1.17647}, {'service': 'PrimaryCare', 'new': 20.090909, 'established': 17.843478}, {'service': 'SpecialtyCare', 'new': 4.0, 'established': 35.84}]"
vha_655GD,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8500000238418579, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Audiology', 'new': 90.6, 'established': 13.0}, {'service': 'Dermatology', 'new': 3.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 3.522388}, {'service': 'PrimaryCare', 'new': 27.6, 'established': 1.568493}, {'service': 'SpecialtyCare', 'new': 30.472222, 'established': 2.376923}]"
vha_655GE,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7599999904632568, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Dermatology', 'new': 5.555555, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 13.8, 'established': 3.04054}, {'service': 'Orthopedics', 'new': 13.0, 'established': None}, {'service': 'PrimaryCare', 'new': 20.3, 'established': 10.805031}, {'service': 'SpecialtyCare', 'new': 6.772727, 'established': 4.95}]"
vha_655GF,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': 4.5, 'established': 27.4}, {'service': 'Dermatology', 'new': 3.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 19.0, 'established': 1.116279}, {'service': 'PrimaryCare', 'new': 34.8, 'established': 2.69186}, {'service': 'SpecialtyCare', 'new': 3.5, 'established': 2.829268}]"
vha_655GG,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9200000166893005, 'primary_care_routine': 0.8999999761581421}","[{'service': 'Audiology', 'new': 24.62745, 'established': 15.987804}, {'service': 'Dermatology', 'new': 1.333333, 'established': None}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 1.069767}, {'service': 'PrimaryCare', 'new': 25.875, 'established': 1.788235}, {'service': 'SpecialtyCare', 'new': 23.333333, 'established': 12.495327}]"
vha_655GH,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8399999737739563, 'primary_care_routine': 0.9700000286102295}","[{'service': 'Audiology', 'new': None, 'established': 3.285714}, {'service': 'Dermatology', 'new': 13.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 17.333333, 'established': 0.559523}, {'service': 'PrimaryCare', 'new': 12.25, 'established': 1.555555}, {'service': 'SpecialtyCare', 'new': 13.0, 'established': 1.15}]"
vha_655GI,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': None, 'established': 4.333333}, {'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 21.0, 'established': 6.586206}, {'service': 'PrimaryCare', 'new': 24.8, 'established': 11.245454}, {'service': 'SpecialtyCare', 'new': None, 'established': 9.277777}]"
vha_655QA,"['MentalHealthCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': 21.764705, 'established': 2.263322}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': 0.0}]"
vha_656,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'UrgentCare', 'Urology']","{'primary_care_urgent': 0.9100000262260437, 'primary_care_routine': 0.9399999976158142, 'specialty_care_urgent': 0.9200000166893005}","[{'service': 'Audiology', 'new': 15.715953, 'established': 9.166666}, {'service': 'Cardiology', 'new': 18.025, 'established': 6.285714}, {'service': 'Dermatology', 'new': 10.173913, 'established': 26.8}, {'service': 'MentalHealthCare', 'new': 4.966666, 'established': 4.142301}, {'service': 'Ophthalmology', 'new': 66.0, 'established': 12.464285}, {'service': 'Optometry', 'new': 39.118881, 'established': 32.635258}, {'service': 'Orthopedics', 'new': 24.42647, 'established': 23.165938}, {'service': 'PrimaryCare', 'new': 17.7, 'established': 11.746644}, {'service': 'SpecialtyCare', 'new': 22.815082, 'established': 24.259782}, {'service': 'Urology', 'new': 18.43421, 'established': 21.267605}]"
vha_656GA,"['Audiology', 'Cardiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Audiology', 'new': 43.447368, 'established': 21.1375}, {'service': 'Cardiology', 'new': 42.0, 'established': None}, {'service': 'Dermatology', 'new': 1.0, 'established': 36.0}, {'service': 'MentalHealthCare', 'new': 14.0, 'established': 2.478991}, {'service': 'Ophthalmology', 'new': None, 'established': 0.0}, {'service': 'Optometry', 'new': 76.392857, 'established': 65.929032}, {'service': 'PrimaryCare', 'new': 2.75, 'established': 6.333333}, {'service': 'SpecialtyCare', 'new': 49.085714, 'established': 37.625541}, {'service': 'Urology', 'new': None, 'established': 7.0}]"
vha_656GB,"['Audiology', 'Cardiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'Urology']",{'primary_care_routine': 0.9599999785423279},"[{'service': 'Audiology', 'new': 131.0, 'established': 109.5}, {'service': 'Cardiology', 'new': 23.5, 'established': None}, {'service': 'Dermatology', 'new': 0.0, 'established': 1.0}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 2.204545}, {'service': 'PrimaryCare', 'new': 8.0, 'established': 4.336633}, {'service': 'SpecialtyCare', 'new': 69.5, 'established': 85.388888}, {'service': 'Urology', 'new': None, 'established': 0.0}]"
vha_656GC,"['Audiology', 'Cardiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9399999976158142, 'primary_care_routine': 0.949999988079071}","[{'service': 'Audiology', 'new': 3.0, 'established': 72.782608}, {'service': 'Cardiology', 'new': 7.0, 'established': None}, {'service': 'Dermatology', 'new': 0.0, 'established': 22.0}, {'service': 'MentalHealthCare', 'new': 18.5, 'established': 3.2}, {'service': 'PrimaryCare', 'new': 3.25, 'established': 1.295081}, {'service': 'SpecialtyCare', 'new': 3.166666, 'established': 70.666666}]"
vha_656QA,[],{},[]
vha_657,"['Audiology', 'Cardiology', 'DentalServices', 'EmergencyCare', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_routine': 0.7400000095367432, 'specialty_care_urgent': 0.8199999928474426, 'specialty_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 9.295857, 'established': 17.052631}, {'service': 'Cardiology', 'new': 19.636363, 'established': 16.559633}, {'service': 'Gastroenterology', 'new': 6.9375, 'established': 20.809523}, {'service': 'MentalHealthCare', 'new': 7.5, 'established': 1.280575}, {'service': 'Ophthalmology', 'new': 7.125, 'established': 10.483568}, {'service': 'Optometry', 'new': 6.896551, 'established': 2.825806}, {'service': 'Orthopedics', 'new': 6.152777, 'established': 9.932203}, {'service': 'PrimaryCare', 'new': 2.92, 'established': 0.838289}, {'service': 'SpecialtyCare', 'new': 13.114155, 'established': 8.417569}, {'service': 'Urology', 'new': 11.045871, 'established': 12.519379}]"
vha_657A0,"['Audiology', 'DentalServices', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 2.22826, 'established': 16.716417}, {'service': 'MentalHealthCare', 'new': 10.25, 'established': 2.402969}, {'service': 'Optometry', 'new': 14.071428, 'established': 2.065573}, {'service': 'PrimaryCare', 'new': 10.105263, 'established': 6.519305}, {'service': 'SpecialtyCare', 'new': 17.932835, 'established': 14.13009}]"
vha_657A4,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'UrgentCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7599999904632568, 'primary_care_routine': 0.8399999737739563}","[{'service': 'Audiology', 'new': 59.706422, 'established': 9.363636}, {'service': 'Cardiology', 'new': 19.948717, 'established': 63.858585}, {'service': 'Dermatology', 'new': 24.125, 'established': 9.796296}, {'service': 'Gastroenterology', 'new': 16.947368, 'established': 41.6875}, {'service': 'Gynecology', 'new': 48.0, 'established': 8.92}, {'service': 'MentalHealthCare', 'new': 3.705882, 'established': 2.346253}, {'service': 'Optometry', 'new': 32.270935, 'established': 8.573275}, {'service': 'Orthopedics', 'new': 22.723404, 'established': 43.405405}, {'service': 'PrimaryCare', 'new': 39.052631, 'established': 26.927971}, {'service': 'SpecialtyCare', 'new': 31.057724, 'established': 23.743328}, {'service': 'Urology', 'new': 26.297872, 'established': 39.745614}, {'service': 'WomensHealth', 'new': 48.0, 'established': 8.92}]"
